Возраст;Позиции;Имя;Зарплата;Сумма трансфера;Ликвидность;Характер;Физ;Псих;Тех;ОВР;Вратарь;Вратарь (Зщ);Вратарь-чистильщик (Зщ);Вратарь-чистильщик (По);Вратарь-чистильщик (Ат);ЦЗ;КЗ;ОП;ЦП;КП;АП;АКП;ЦН
18;В;Scott Hallard;€6,250 в год;€0 - €22тыс.;;Неамбициозный;;;7;;;40.0;46.8;48.4;49.2;;;;;;;;
20;З (ПЛ);Trevor Cavell;€17,250 в год;€0 - €22тыс.;;Ненадежный;;;8;;;17.8;25.2;25.8;26.5;;;;;;;;
15;З (ПЦ);Jordan Christie;€8,750 в год;€0 - €22тыс.;;Наемник;;;3;;;16.9;24.8;25.6;26.7;;;;;;;;
16;АП (ПЛЦ);Haydn Yeo;€8,750 в год;€0 - €22тыс.;;Наемник;;;6;;;13.9;22.6;23.2;24.8;;;;;;;;
21;В;Owen Newbold;€14,750 в год;€0 - €22тыс.;;Профессионал;;;2;;;40.4;44.4;45.3;50.9;;;;;;;;
19;ОП, П (Ц), АП (ЛЦ);John Mitchell;€13,750 в год;€0 - €22тыс.;;Ненадежный;;;12;;;16.6;29.2;30.0;30.4;;;;;;;;
21;З (Ц), ОП, П (Ц);Eze Hearn;€20,500 в год;€0 - €22тыс.;;Сдержанный;;;11;;;15.0;23.2;23.6;24.0;;;;;;;;
19;З (ПЦ);Jak Foster;€20,500 в год;€0 - €22тыс.;;Неамбициозный;;;6;;;17.4;25.4;25.9;27.4;;;;;;;;
18;З/КЗ (Л);Eric Ward;€9,500 в год;€0 - €22тыс.;;Сдержанный;;;8;;;19.0;31.0;31.9;32.7;;;;;;;;
19;З (Ц), ОП;Adam Tunnicliff;€8,500 в год;€0 - €22тыс.;;Достаточно профессионален;;;7;;;19.3;29.1;29.8;30.5;;;;;;;;
18;П (ПЛ), АП (Л);Robin Williams;€2,800 в год;€0 - €22тыс.;;Нерешительный;;;10;;;19.0;29.7;30.6;31.4;;;;;;;;
20;П/АП (ПЦ);Shaun Richards;€22,000 в год;€0 - €22тыс.;;Ненадежный;;;10;;;16.8;29.0;29.5;30.6;;;;;;;;
16;З (П);Tre Bancroft;€8,750 в год;€0 - €22тыс.;;Неамбициозный;;;8;;;18.9;31.8;32.8;33.5;;;;;;;;
21;З/КЗ/П (П), АП (ПЦ);Taylor Lever;€23,500 в год;€0 - €22тыс.;;Неамбициозный;;;9;;;12.4;24.4;25.2;26.0;;;;;;;;
20;П/АП (Л);Greg Hilson;€26,000 в год;€0 - €22тыс.;;Достаточно настойчивый;;;9;;;13.6;24.2;25.1;26.2;;;;;;;;
16;З (Ц), ОП, П (Ц);Richard Hay;€8,750 в год;€0 - €22тыс.;;Неамбициозный;;;13;;;17.2;28.7;29.7;30.5;;;;;;;;
21;З (ЛЦ);Euan Crawford;€17,000 в год;€0 - €22тыс.;;Сдержанный;;;11;;;17.6;27.1;27.8;28.1;;;;;;;;
17;В;David Deeley;€8,750 в год;€0 - €22тыс.;;Сдержанный;;;1;;;39.9;49.0;51.1;51.8;;;;;;;;
17;З (Ц), ОП, П (Ц);Igor Meznarič;€8,750 в год;€0 - €22тыс.;;Сдержанный;;;7;;;16.2;27.0;27.8;28.9;;;;;;;;
17;АП (Ц), НП (Ц);Mick Reynolds;€8,750 в год;€0 - €22тыс.;;Сдержанный;;;9;;;14.1;27.5;28.5;28.9;;;;;;;;
19;З (ПЛ);Daniel McCauley;€33,000 в год;€0 - €22тыс.;;Неамбициозный;;;14;;;20.8;32.9;33.7;34.8;;;;;;;;
16;З (Ц);Richard Hugill-Tullin;€8,750 в год;€0 - €22тыс.;;Достаточно настойчивый;;;8;;;18.1;29.2;30.2;30.9;;;;;;;;
19;З (Ц), ОП, П (Ц);Rhys Reynolds;€13,250 в год;€0 - €22тыс.;;Сдержанный;;;4;;;21.0;30.0;30.7;31.1;;;;;;;;
18;П/АП (П), НП (Ц);Akeem Addlery;€11,250 в год;€0 - €22тыс.;;Наемник;;;6;;;15.5;28.3;29.2;29.9;;;;;;;;
20;З (ПЦ), П (Ц);Paul Feeney;€26,500 в год;€0 - €24тыс.;;Достаточно профессионален;;;5;;;20.4;31.5;32.6;33.4;;;;;;;;
18;В;David Lyons;€8,750 в год;€0 - €24тыс.;;Сдержанный;;;2;;;43.0;46.8;48.0;49.2;;;;;;;;
20;П (Л), АП (ПЛЦ), НП (Ц);Ibrahim Cathline;€20,500 в год;€0 - €24тыс.;;Наемник;;;10;;;13.4;25.8;26.6;27.8;;;;;;;;
20;ОП, П/АП (Ц);Ibby Sinclair;€12,250 в год;€0 - €24тыс.;;Нерешительный;;;5;;;15.6;24.7;25.2;26.7;;;;;;;;
21;З (Ц), ОП, П (Ц);Paul Nasir;€22,500 в год;€0 - €24тыс.;;Амбициозный;;;11;;;19.6;33.0;33.9;35.4;;;;;;;;
18;З (ПЦ), КЗ (П);Billy Boardman;€9,750 в год;€0 - €24тыс.;;Наемник;;;6;;;20.4;31.1;31.9;32.7;;;;;;;;
17;В;Bert Bradbury;€8,750 в год;€0 - €24тыс.;;Сдержанный;;;6;;;43.0;51.1;52.4;53.2;;;;;;;;
19;З (Ц), ОП, П (Ц);Bernard Roberts;€14,250 в год;€0 - €24тыс.;;Неамбициозный;;;10;;;18.3;31.3;32.3;32.6;;;;;;;;
19;П (Ц);Rico Hunte;€19,750 в год;€0 - €24тыс.;;Достаточно профессионален;;;12;;;17.2;34.2;35.3;36.4;;;;;;;;
18;З (Ц);Richie Donnelly;€8,750 в год;€0 - €24тыс.;;Сдержанный;;;10;;;18.8;30.0;31.0;31.4;;;;;;;;
17;П (Ц);Walter Eberdorfer;€8,750 в год;€0 - €24тыс.;;Нерешительный;;;6;;;18.9;32.4;33.2;33.6;;;;;;;;
21;П (Ц), АП (ЛЦ);Luke Lampe;€18,250 в год;€0 - €24тыс.;;Ненадежный;;;10;;;15.8;26.5;27.2;28.3;;;;;;;;
17;П (Ц), АП (ПЦ);Marc Williams;€8,750 в год;€0 - €24тыс.;;Сдержанный;;;9;;;17.9;31.1;32.0;32.4;;;;;;;;
17;ОП, П (ЛЦ);Darren Coleman;€13,750 в год;€0 - €24тыс.;;Достаточно дисциплинированный;;;9;;;19.6;30.2;31.2;31.9;;;;;;;;
16;АП (ПЛЦ);Jan Owczarek;€8,750 в год;€0 - €24тыс.;;Нерешительный;;;4;;;13.2;23.0;23.7;24.4;;;;;;;;
19;В;Robert Brown;€12,000 в год;€0 - €24тыс.;;Спортивный;;;5;;;44.6;54.8;56.8;58.7;;;;;;;;
17;АП (Л), НП (Ц);Jannis Tischler;€8,750 в год;€0 - €24тыс.;;Неамбициозный;;;11;;;13.7;24.8;25.3;26.0;;;;;;;;
17;ОП, П (Ц);Gary White;€8,750 в год;€0 - €24тыс.;;Решительный;;;9;;;16.2;29.4;30.0;30.4;;;;;;;;
16;З (ПЦ);Aaron Morley-Almond;€8,750 в год;€0 - €24тыс.;;Непостоянный;;;5;;;18.1;28.8;29.5;30.6;;;;;;;;
17;З (ПЦ);Shane Williams;€6,250 в год;€0 - €24тыс.;;Ненадежный;;;3;;;15.0;24.8;25.4;25.8;;;;;;;;
17;П/АП (Ц);Josh Hopewell;€8,750 в год;€0 - €24тыс.;;Сдержанный;;;14;;;17.8;30.5;31.2;32.4;;;;;;;;
20;П/АП (ПЦ);Dan Carlile;€11,250 в год;€0 - €26тыс.;;Сдержанный;;;13;;;15.7;28.5;29.2;30.3;;;;;;;;
19;В;John Perrin;€14,000 в год;€0 - €26тыс.;;Сдержанный;;;1;;;41.4;48.4;49.9;53.0;;;;;;;;
18;КЗ (Л);Simon Takac;€13,000 в год;€0 - €26тыс.;;Сдержанный;;;6;;;15.7;26.6;27.2;28.4;;;;;;;;
20;П (Ц), АП (ЛЦ);Liam Jackson;€6,500 в год;€0 - €26тыс.;;Сдержанный;;;9;;;17.2;29.4;30.1;31.2;;;;;;;;
17;КЗ/АП (Л), НП (Ц);James Wright;€15,500 в год;€0 - €26тыс.;;Достаточно дисциплинированный;;;11;;;16.2;28.2;28.8;29.6;;;;;;;;
16;З/П (Ц), НП (Ц);Martin Pratt;€8,750 в год;€0 - €26тыс.;;Темпераментный;;;6;;;17.9;28.0;28.9;29.2;;;;;;;;
15;АП (ЛЦ), НП (Ц);Lionel Samples;€8,750 в год;€0 - €26тыс.;;Сдержанный;;;7;;;17.0;29.0;30.0;30.7;;;;;;;;
16;З (П);Arron Ellesley;€8,750 в год;€0 - €26тыс.;;Достаточно профессионален;;;8;;;19.4;28.5;29.4;29.8;;;;;;;;
16;З/КЗ (П);Sammy Ruggles;€8,750 в год;€0 - €26тыс.;;Неамбициозный;;;8;;;17.3;25.4;26.0;27.1;;;;;;;;
17;З/П (Ц);Bruno Grabban;€8,750 в год;€0 - €26тыс.;;Легкомысленный;;;8;;;17.1;29.2;30.2;30.9;;;;;;;;
21;З (ПЦ), КЗ (П);Ibrahim Shaban;€39,000 в год;€0 - €26тыс.;;Неамбициозный;;;9;;;20.5;31.4;32.3;32.6;;;;;;;;
17;З (ПЦ);Jack Coulter;€8,750 в год;€0 - €26тыс.;;Темпераментный;;;3;;;15.8;24.5;25.0;25.7;;;;;;;;
17;АП (П), НП (Ц);Rod Angol;€8,750 в год;€0 - €26тыс.;;Наемник;;;12;;;14.4;24.8;25.5;26.6;;;;;;;;
16;П/АП (П);Llion Brown;€8,750 в год;€0 - €26тыс.;;Сдержанный;;;9;;;15.6;28.6;29.4;30.9;;;;;;;;
19;В;Andrew Howarth;€13,750 в год;€0 - €26тыс.;;Достаточно дисциплинированный;;;1;;;43.8;48.6;49.9;50.6;;;;;;;;
17;З (Л);Joe Wynne;€8,750 в год;€0 - €26тыс.;;Неамбициозный;;;4;;;19.7;29.5;30.2;31.3;;;;;;;;
17;П/АП (Л);Cameron Hall;€8,750 в год;€0 - €26тыс.;;Сдержанный;;;6;;;13.4;23.6;24.4;25.5;;;;;;;;
16;З (ПЦ);Adrian Faherty;€8,750 в год;€0 - €26тыс.;;Достаточно настойчивый;;;4;;;19.8;29.2;30.0;30.4;;;;;;;;
19;П/АП (ЛЦ);Doug Pimlott;€30,000 в год;€0 - €26тыс.;;Сдержанный;;;8;;;19.2;33.3;34.4;34.8;;;;;;;;
18;П/АП (Ц);Jamie Mullen;€16,750 в год;€0 - €26тыс.;;Достаточно профессионален;;;9;;;18.8;31.8;32.6;33.4;;;;;;;;
15;З (ПЛЦ);Prince Mutombo;€8,750 в год;€0 - €26тыс.;;Нерешительный;;;4;;;18.8;25.9;26.6;27.4;;;;;;;;
21;В;David Brady;€23,000 в год;€0 - €26тыс.;;Сдержанный;;;4;;;47.7;56.0;57.5;61.6;;;;;;;;
20;П/АП (Ц), НП (Ц);David Taylor;€15,500 в год;€0 - €26тыс.;;Нерешительный;;;12;;;16.6;30.2;30.9;31.7;;;;;;;;
16;З/КЗ (П);Ronan Aitchison;€8,750 в год;€0 - €26тыс.;;Профессионал;;;7;;;19.6;29.0;29.6;30.0;;;;;;;;
20;З (Ц), ОП;Angus Hughes;€21,000 в год;€0 - €26тыс.;;Сдержанный;;;6;;;18.1;27.3;28.0;29.2;;;;;;;;
17;З/КЗ (Л);Glenford McDowall;€8,750 в год;€0 - €26тыс.;;Неамбициозный;;;7;;;18.2;28.4;28.9;29.3;;;;;;;;
18;З (ЛЦ), КЗ (Л);Matt Robson;€8,750 в год;€0 - €26тыс.;;Нерешительный;;;8;;;18.3;29.0;29.7;30.8;;;;;;;;
19;ОП, П (Ц);Peter Goodwin;€6,750 в год;€0 - €28тыс.;;Неамбициозный;;;8;;;15.2;30.3;31.3;31.7;;;;;;;;
16;В;Jack Russell;€8,750 в год;€0 - €28тыс.;;Напористый;;;3;;;40.8;49.8;51.2;54.2;;;;;;;;
21;В;Jacob Broderick;€38,500 в год;€0 - €28тыс.;;Достаточно профессионален;;;6;;;57.0;66.6;68.1;68.5;;;;;;;;
21;П/АП (ПЦ);Richard Salt;€23,000 в год;€0 - €28тыс.;;Сдержанный;;;10;;;19.4;32.0;32.8;33.2;;;;;;;;
18;П/АП (П);Michael Okoronkwo;€30,500 в год;€0 - €28тыс.;;Неамбициозный;;;9;;;14.1;22.3;22.6;23.4;;;;;;;;
17;П/АП (Л);Jonathan Baldock;€8,750 в год;€0 - €28тыс.;;Сдержанный;;;7;;;15.2;24.0;24.8;25.6;;;;;;;;
16;ОП, П (ПЦ), АП (Ц);Richie Davies;€8,750 в год;€0 - €28тыс.;;Неамбициозный;;;9;;;18.6;30.4;31.2;31.9;;;;;;;;
21;П/АП (Ц);Paul Beadle;€25,000 в год;€0 - €28тыс.;;Ненадежный;;;11;;;17.6;33.3;34.3;34.6;;;;;;;;
18;П/АП (П);Marcus Wilding;€8,750 в год;€0 - €28тыс.;;Неамбициозный;;;8;;;15.1;28.6;29.2;30.4;;;;;;;;
21;З (Ц), ОП, П (Ц);Godfrey Pakamisa;€17,750 в год;€0 - €28тыс.;;Неамбициозный;;;9;;;15.2;30.6;31.6;32.7;;;;;;;;
20;В;Paul Coleman;€25,500 в год;€0 - €28тыс.;;Сдержанный;;;8;;;41.4;51.0;52.1;55.8;;;;;;;;
19;НП (Ц);Warren Jones;€6,750 в год;€0 - €28тыс.;;Неамбициозный;;;11;;;14.1;23.6;24.2;24.9;;;;;;;;
20;П (Л), АП (ПЛ), НП (Ц);Rashad Lashley;€24,500 в год;€0 - €28тыс.;;Сдержанный;;;10;;;17.6;30.3;31.3;32.1;;;;;;;;
17;АП (П), НП (Ц);Steve Moses;€8,750 в год;€0 - €28тыс.;;Нерешительный;;;9;;;14.7;23.3;23.9;25.0;;;;;;;;
18;З (Л);Ben Porter;€9,500 в год;€0 - €28тыс.;;Неамбициозный;;;7;;;19.1;26.7;27.3;28.4;;;;;;;;
18;АП (П), НП (Ц);Craig Elliott;€8,750 в год;€0 - €28тыс.;;Сдержанный;;;9;;;15.1;27.9;29.1;30.2;;;;;;;;
18;В;Sol Gonzalo;€10,000 в год;€0 - €28тыс.;;Неамбициозный;;;5;;;44.6;51.8;53.4;53.8;;;;;;;;
21;З (Ц), ОП, П (Ц);Kim Østergaard;€17,750 в год;€0 - €28тыс.;;Нерешительный;;;10;;;18.7;28.1;28.6;29.4;;;;;;;;
17;П (Ц), АП (Л);Paul Lynch;€8,750 в год;€0 - €28тыс.;;Сдержанный;;;8;;;14.9;22.3;22.8;23.2;;;;;;;;
16;В;David Kelly;€8,750 в год;€0 - €28тыс.;;Сдержанный;;;4;;;43.7;50.4;51.8;52.2;;;;;;;;
17;З (Ц);Carwyn Thomas;€8,750 в год;€0 - €28тыс.;;Сдержанный;;;9;;;18.9;29.0;29.8;30.9;;;;;;;;
19;З (ЛЦ), П (Ц);Ronan Kelly;€22,500 в год;€0 - €28тыс.;;Легкомысленный;;;4;;;18.6;26.7;27.4;27.8;;;;;;;;
18;П/АП (Л);Amar Amrane;€25,500 в год;€0 - €28тыс.;;Неамбициозный;;;10;;;12.5;22.6;23.0;23.8;;;;;;;;
17;З (ПЦ), ОП;Phil Penney;€8,750 в год;€0 - €30тыс.;;Сдержанный;;;10;;;15.7;25.2;26.0;27.1;;;;;;;;
18;П (ПЦ), АП (Ц);Steven Meredith;€8,750 в год;€0 - €30тыс.;;Энергичный;;;14;;;17.8;34.2;35.2;36.4;;;;;;;;
19;З (Ц);Ben Harvey;€24,500 в год;€0 - €30тыс.;;Сдержанный;;;5;;;18.9;29.6;30.4;31.1;;;;;;;;
16;НП (Ц);Ross Hayes;€8,750 в год;€0 - €30тыс.;;Легкомысленный;;;11;;;14.7;26.6;27.4;27.8;;;;;;;;
20;П (Ц);Tom Miles;€16,250 в год;€0 - €30тыс.;;Достаточно профессионален;;;14;;;15.9;31.6;32.8;33.2;;;;;;;;
19;В;Brian Preston;€22,500 в год;€0 - €30тыс.;;Достаточно настойчивый;;;1;;;46.7;61.1;63.4;66.7;;;;;;;;
18;З (Ц), ОП, П (Ц);Warren Chatfield;€8,750 в год;€0 - €30тыс.;;Неамбициозный;;;11;;;17.0;30.4;31.4;32.2;;;;;;;;
20;З (Л);Gavin Moth;€19,000 в год;€0 - €30тыс.;;Нерешительный;;;6;;;18.5;28.8;29.8;30.5;;;;;;;;
19;П (Ц), АП (П), НП (Ц);Lejuan Simons;€2,700 в год;€0 - €30тыс.;;Идеалист;;;6;;;14.3;27.2;28.2;29.7;;;;;;;;
16;З (ПЦ), П (Ц);Levi Middleton;€8,750 в год;€0 - €30тыс.;;Сдержанный;;;6;;;18.3;27.8;28.4;29.9;;;;;;;;
17;В;Darren Heffernan;€8,750 в год;€0 - €30тыс.;;Сдержанный;;;1;;;37.5;44.6;46.4;46.8;;;;;;;;
16;АП (Ц), НП (Ц);Brian Ferguson;€8,750 в год;€0 - €30тыс.;;Сдержанный;;;8;;;16.4;28.9;29.8;30.6;;;;;;;;
19;З/П/АП (П);Alex Amoah;€13,750 в год;€0 - €30тыс.;;Достаточно дисциплинированный;;;8;;;17.6;27.6;28.1;29.2;;;;;;;;
16;П (Ц), АП (ПЛЦ);Steve Herbert;€8,750 в год;€0 - €30тыс.;;Неамбициозный;;;11;;;19.1;31.7;32.5;33.6;;;;;;;;
16;АП (Ц);Louis Pelling;€8,750 в год;€0 - €30тыс.;;Жизнерадостный;;;11;;;15.3;27.8;28.6;29.4;;;;;;;;
17;П/АП (Л), НП (Ц);Moses Cover;€8,750 в год;€0 - €30тыс.;;Неамбициозный;;;8;;;17.2;28.9;29.6;31.1;;;;;;;;
17;АП (П), НП (Ц);Wayne Roberts;€15,000 в год;€0 - €30тыс.;;Достаточно дисциплинированный;;;10;;;16.4;28.4;29.4;30.2;;;;;;;;
18;П/АП (ЛЦ);Nick Keegan;€23,500 в год;€0 - €30тыс.;;Неамбициозный;;;9;;;16.9;30.4;31.6;32.7;;;;;;;;
18;П/АП (Ц), НП (Ц);Gianni Adarkwa;€8,750 в год;€0 - €30тыс.;;Нерешительный;;;8;;;12.1;22.6;23.5;24.6;;;;;;;;
16;З (Ц);Andrew Jordan;€8,750 в год;€0 - €30тыс.;;Неамбициозный;;;11;;;17.4;25.4;26.0;26.8;;;;;;;;
19;П (Ц), АП (ПЦ), НП (Ц);David Mackie;€21,500 в год;€0 - €30тыс.;;Сдержанный;;;13;;;16.4;30.0;31.1;31.9;;;;;;;;
20;АП (П), НП (Ц);Mërgim Halimi;€6,000 в год;€0 - €30тыс.;;Энергичный;;;8;;;20.2;32.5;33.6;34.7;;;;;;;;
19;КЗ/П (П);Liam Springer;€16,500 в год;€0 - €30тыс.;;Сдержанный;;;8;;;17.6;29.8;30.4;30.8;;;;;;;;
18;П/АП (Ц);Taylor McLeod;€19,750 в год;€0 - €30тыс.;;Реалист;;;15;;;15.2;28.9;29.8;30.5;;;;;;;;
15;В;Harri Booker;€8,750 в год;€0 - €30тыс.;;Достаточно профессионален;;;1;;;36.3;45.8;47.3;47.7;;;;;;;;
17;В;David Harris;€8,750 в год;€0 - €30тыс.;;Сдержанный;;;2;;;42.0;47.2;48.5;51.5;;;;;;;;
17;ОП;Ed Baxter;€8,750 в год;€0 - €30тыс.;;Достаточно профессионален;;;10;;;18.0;29.4;30.3;30.6;;;;;;;;
17;В;Emmanuel Cissé;€8,750 в год;€0 - €30тыс.;;Сдержанный;;;2;;;37.5;44.9;46.6;47.3;;;;;;;;
17;АП (П), НП (Ц);Dan Perry;€8,750 в год;€0 - €30тыс.;;Неамбициозный;;;10;;;14.0;24.4;25.0;26.2;;;;;;;;
17;П/АП (Ц);Lee Franco;€8,750 в год;€0 - €30тыс.;;Сдержанный;;;13;;;14.4;25.1;25.6;26.4;;;;;;;;
17;НП (Ц);Tom Jones;€8,750 в год;€0 - €30тыс.;;Тверд в решениях;;;10;;;15.9;23.7;24.4;25.2;;;;;;;;
16;З (Ц);Benjamin Essien;€8,750 в год;€0 - €35тыс.;;Неамбициозный;;;8;;;19.5;29.9;30.7;31.4;;;;;;;;
17;АП (П), НП (Ц);Kallum Berry;€8,750 в год;€0 - €35тыс.;;Энергичный;;;10;;;13.8;25.1;25.9;27.0;;;;;;;;
20;З (Ц);Sean Planter;€17,250 в год;€0 - €35тыс.;;Достаточно профессионален;;;5;;;18.1;28.2;29.2;29.6;;;;;;;;
19;ОП, П (Ц);Jamie Burton;€17,000 в год;€0 - €35тыс.;;Профессионал;;;8;;;19.4;34.2;35.4;36.6;;;;;;;;
16;П/АП (П);Noah Dickens;€8,750 в год;€0 - €35тыс.;;Сдержанный;;;8;;;15.8;27.8;28.4;29.2;;;;;;;;
19;П (ПЦ), АП (П), НП (Ц);Nathaniel Cephas;€11,750 в год;€0 - €35тыс.;;Достаточно профессионален;;;8;;;16.3;27.4;28.2;29.0;;;;;;;;
18;АП (П);Rikardo Bromley;€15,750 в год;€0 - €35тыс.;;Легкомысленный;;;9;;;17.3;30.0;30.9;32.1;;;;;;;;
20;АП (ПЛ), НП (Ц);Shaun Martin;€13,750 в год;€0 - €35тыс.;;Сдержанный;;;8;;;15.8;26.4;27.2;27.9;;;;;;;;
16;П (Ц);Jason Siu;€8,750 в год;€0 - €35тыс.;;Бесхарактерный;;;10;;;15.3;27.8;28.4;29.6;;;;;;;;
21;З/П (Ц);Curtis Doyle;€33,000 в год;€0 - €35тыс.;;Тверд в решениях;;;9;;;17.3;28.6;29.4;29.8;;;;;;;;
20;З (ПЛЦ);Shannon Carson;€15,250 в год;€0 - €35тыс.;;Нерешительный;;;2;;;17.8;24.9;25.3;26.1;;;;;;;;
15;В;Brett Constable;€8,750 в год;€0 - €35тыс.;;Достаточно дисциплинированный;;;5;;;35.6;39.5;40.5;40.9;;;;;;;;
21;АП (ПЦ), НП (Ц);Brian Kearney;€17,500 в год;€0 - €35тыс.;;Достаточно настойчивый;;;7;;;15.0;23.4;23.8;25.0;;;;;;;;
20;П/АП (ПЛЦ);Phil Knight;€6,750 в год;€0 - €35тыс.;;Достаточно профессионален;;;10;;;15.8;29.9;30.8;31.1;;;;;;;;
18;П (ПЦ), АП (П);Jayden Rolfe;€15,750 в год;€0 - €35тыс.;;Неамбициозный;;;11;;;17.2;27.6;28.4;29.8;;;;;;;;
20;З/КЗ (П);Noah Haines;€24,500 в год;€0 - €35тыс.;;Неамбициозный;;;7;;;16.1;27.4;28.2;29.3;;;;;;;;
20;П (ПЦ), АП (Ц);Ben Pritchard;€18,500 в год;€0 - €35тыс.;;Напористый;;;12;;;15.9;26.4;27.3;28.0;;;;;;;;
21;П/АП (Ц);Harry Stone;€25,000 в год;€0 - €35тыс.;;Реалист;;;12;;;16.1;30.0;31.0;32.1;;;;;;;;
18;НП (Ц);John Stanton;€16,500 в год;€0 - €35тыс.;;Сдержанный;;;9;;;16.0;30.3;31.4;31.8;;;;;;;;
17;П/АП (ЛЦ);Peter Moore;€8,750 в год;€0 - €35тыс.;;Темпераментный;;;6;;;16.4;25.8;26.5;27.6;;;;;;;;
15;З (Ц);Nick Redman;€8,750 в год;€0 - €35тыс.;;Сдержанный;;;10;;;16.8;25.7;26.3;26.7;;;;;;;;
17;АП (Л), НП (Ц);Patsy Quinlan;€8,750 в год;€0 - €35тыс.;;Тверд в решениях;;;10;;;17.2;28.3;29.2;29.6;;;;;;;;
16;З (Ц);Ackeem Thwaites;€8,750 в год;€0 - €35тыс.;;Неамбициозный;;;6;;;14.1;23.6;24.3;25.1;;;;;;;;
21;П (Ц), АП (ЛЦ), НП (Ц);Jack Buckley;€14,500 в год;€0 - €35тыс.;;Неамбициозный;;;11;;;16.4;29.4;30.4;31.6;;;;;;;;
16;ОП, П (Ц);Nick Byron;€8,750 в год;€0 - €35тыс.;;Ненадежный;;;11;;;16.2;28.7;29.4;29.8;;;;;;;;
19;АП (ПЦ), НП (Ц);Steve Clayton;€24,000 в год;€0 - €35тыс.;;Тверд в решениях;;;10;;;18.7;31.5;32.8;33.9;;;;;;;;
17;АП (Ц), НП (Ц);Dejan Cvetković;€8,750 в год;€0 - €35тыс.;;Неамбициозный;;;9;;;19.8;31.3;31.9;32.7;;;;;;;;
16;З (Ц);Simon Paulwell;€8,750 в год;€0 - €35тыс.;;Неамбициозный;;;5;;;17.6;24.9;25.6;26.7;;;;;;;;
19;З/КЗ (П), П (Ц), АП (ПЦ);Derek Frampton;€27,000 в год;€0 - €35тыс.;;Ненадежный;;;9;;;15.8;31.6;32.8;33.6;;;;;;;;
18;З (П);Sean Nelson;€8,750 в год;€0 - €35тыс.;;Достаточно профессионален;;;8;;;25.3;37.7;38.7;39.5;;;;;;;;
16;В;Chris Wilson;€8,750 в год;€0 - €35тыс.;;Достаточно дисциплинированный;;;1;;;46.4;52.6;54.1;57.4;;;;;;;;
20;АП (ПЛЦ), НП (Ц);Liam Lennox;€17,500 в год;€0 - €35тыс.;;Наемник;;;10;;;15.8;29.4;30.3;31.1;;;;;;;;
21;З (ПЦ);Harrison Driver;€15,000 в год;€0 - €35тыс.;;Ненадежный;;;5;;;19.4;30.4;31.3;31.7;;;;;;;;
21;З (Ц);Elliot Kidner;€18,000 в год;€0 - €40тыс.;;Сдержанный;;;9;;;18.5;28.3;29.1;29.5;;;;;;;;
19;З (ПЦ), КЗ (П);Kit Windsor;€18,000 в год;€0 - €40тыс.;;Сдержанный;;;8;;;19.0;29.6;30.5;30.9;;;;;;;;
16;ОП, П/АП (Ц);Louis Evans-Ring;€8,750 в год;€0 - €40тыс.;;Сдержанный;;;11;;;17.6;31.8;33.0;34.5;;;;;;;;
21;З (ПЦ);Matt McLachlan;€26,500 в год;€0 - €40тыс.;;Сдержанный;;;8;;;19.8;31.9;32.5;32.9;;;;;;;;
21;З (ЛЦ), КЗ (Л);Stuart Sinclair;€27,000 в год;€0 - €40тыс.;;Сдержанный;;;7;;;20.6;32.3;33.2;34.3;;;;;;;;
16;НП (Ц);Billy Flynn;€8,750 в год;€0 - €40тыс.;;Сдержанный;;;7;;;17.3;27.9;28.9;30.0;;;;;;;;
21;З (Ц), ОП, П (Ц);Andre Silva;€18,750 в год;€0 - €40тыс.;;Непостоянный;;;8;;;15.7;23.5;24.2;24.9;;;;;;;;
20;АП (Л), НП (Ц);JJ Ibe;€7,000 в год;€0 - €40тыс.;;Сдержанный;;;8;;;12.8;23.3;24.2;25.7;;;;;;;;
19;З/КЗ (П);Oliver Solly;€21,000 в год;€0 - €40тыс.;;Сдержанный;;;10;;;18.8;28.7;29.3;30.4;;;;;;;;
18;З (Ц);Charlie Thorpe;€8,750 в год;€0 - €40тыс.;;Сдержанный;;;7;;;19.1;31.3;32.2;33.3;;;;;;;;
17;В;Dominic Pennant;€8,750 в год;€0 - €40тыс.;;Неамбициозный;;;8;;;39.8;47.5;49.0;49.8;;;;;;;;
21;З (Ц);Robbie Cornhill;€19,250 в год;€0 - €40тыс.;;Нерешительный;;;5;;;20.8;32.0;33.0;34.1;;;;;;;;
20;АП (П), НП (Ц);Stelian Florea;€24,500 в год;€0 - €40тыс.;;Амбициозный;;;11;;;11.5;21.4;21.8;22.2;;;;;;;;
20;З (Ц);Gabby Duggan;€19,250 в год;€0 - €40тыс.;;Неамбициозный;;;7;;;17.5;26.3;27.2;28.0;;;;;;;;
16;П/АП (П);Mohamed Ouattara;€8,750 в год;€0 - €40тыс.;;Тверд в решениях;;;6;;;17.4;28.1;28.9;29.7;;;;;;;;
16;В;Scott Downey;€8,750 в год;€0 - €40тыс.;;Достаточно профессионален;;;4;;;35.8;44.9;46.1;46.8;;;;;;;;
17;З (Ц), ОП;Grant Hazeldine;€8,750 в год;€0 - €40тыс.;;Сдержанный;;;5;;;16.6;27.0;27.7;28.8;;;;;;;;
15;В;Joe Scarborough;€8,750 в год;€0 - €40тыс.;;Сдержанный;;;2;;;43.9;49.3;50.4;51.2;;;;;;;;
